Order ID,Order Date,Order Status,Customer ID,Customer Type,Subtotal,Shipping Cost,Tax Amount,Total Amount,Number of Items,Product Category,State,Traffic Source,Device Type,Shipping Method,Days to Ship
ORD_000654,2025-01-15 00:22:08.685384,completed,CUST_0127,returning_customer,72.15,24.99,4.33,101.47,2,Accessories,Michigan,instagram,desktop,overnight,1
ORD_000500,2025-01-15 10:05:27.685384,completed,CUST_0129,returning_customer,112.45,0.0,6.75,119.2,3,Tops,Florida,facebook,mobile,standard,2
ORD_000336,2025-01-15 16:39:22.685384,completed,CUST_0069,returning_customer,45.0,5.99,2.7,53.69,3,Accessories,Kentucky,direct,desktop,standard,2
ORD_000261,2025-01-15 20:08:55.685384,completed,CUST_0095,returning_customer,81.64,0.0,5.1,86.74,3,Accessories,Illinois,direct,mobile,standard,3
ORD_000954,2025-01-15 22:34:18.685384,completed,CUST_0261,new_customer,26.94,5.99,1.79,34.72,1,Tops,New Jersey,email,desktop,standard,2
ORD_000163,2025-01-16 07:10:07.685384,completed,CUST_0054,returning_customer,123.25,0.0,7.4,130.65,3,Bottoms,Pennsylvania,google,mobile,standard,2
ORD_000021,2025-01-16 13:16:01.685384,completed,CUST_0001,returning_customer,84.14,0.0,4.84,88.98,1,Shoes,Ohio,instagram,tablet,standard,2
ORD_000240,2025-01-16 17:14:07.685384,completed,CUST_0091,new_customer,217.41,0.0,8.7,226.11,3,Shoes,Georgia,facebook,desktop,standard,2
ORD_000965,2025-01-16 21:37:59.685384,completed,CUST_0066,returning_customer,34.08,5.99,1.62,41.69,1,Tops,North Carolina,google,mobile,standard,2
ORD_000780,2025-01-17 04:14:54.685384,completed,CUST_0057,returning_customer,18.94,5.99,1.18,26.11,1,Tops,Texas,facebook,mobile,standard,3
ORD_000423,2025-01-17 16:25:57.685384,refunded,CUST_0007,returning_customer,68.94,12.99,3.96,85.89,1,Shoes,Ohio,direct,desktop,express,1
ORD_000712,2025-01-17 17:28:30.685384,completed,CUST_0218,new_customer,50.44,5.99,3.15,59.58,1,Bottoms,Massachusetts,facebook,desktop,standard,2
ORD_000900,2025-01-19 02:47:13.685384,completed,CUST_0247,returning_customer,45.28,5.99,3.96,55.23,1,Bottoms,California,direct,desktop,standard,5
ORD_000773,2025-01-19 06:18:21.685384,completed,CUST_0180,returning_customer,41.99,5.99,2.52,50.5,1,Tops,Michigan,instagram,mobile,standard,2
ORD_000761,2025-01-19 21:40:35.685384,completed,CUST_0009,returning_customer,139.22,0.0,8.35,147.57,4,Bottoms,Michigan,instagram,mobile,standard,3
ORD_000782,2025-01-19 22:09:35.685384,completed,CUST_0177,returning_customer,216.03,0.0,17.28,233.31,5,Bottoms,New York,google,mobile,standard,2
ORD_000691,2025-01-20 20:32:24.685384,completed,CUST_0212,new_customer,110.64,0.0,6.92,117.56,2,Bottoms,Texas,facebook,mobile,standard,2
ORD_000745,2025-01-21 16:09:38.685384,completed,CUST_0130,returning_customer,123.83,0.0,10.84,134.67,3,Tops,California,instagram,mobile,express,1
ORD_000806,2025-01-21 23:08:12.685384,completed,CUST_0137,returning_customer,19.99,5.99,1.2,27.18,1,Accessories,Michigan,facebook,desktop,standard,2
ORD_000339,2025-01-22 06:20:14.685384,pending,CUST_0080,returning_customer,75.66,0.0,6.62,82.28,1,Shoes,California,facebook,desktop,standard,2
ORD_000898,2025-01-22 15:38:28.685384,completed,CUST_0181,returning_customer,23.02,5.99,1.38,30.39,1,Accessories,Michigan,google,desktop,standard,4
ORD_000690,2025-01-22 17:10:29.685384,completed,CUST_0211,new_customer,46.5,5.99,3.02,55.51,1,Bottoms,Washington,facebook,tablet,standard,3
ORD_000407,2025-01-23 03:03:47.685384,completed,CUST_0135,new_customer,69.05,5.99,4.32,79.36,1,Shoes,Illinois,facebook,mobile,standard,3
ORD_000875,2025-01-23 06:15:40.685384,completed,CUST_0250,new_customer,48.28,5.99,3.32,57.59,1,Bottoms,Minnesota,google,desktop,standard,2
ORD_000232,2025-01-23 07:31:10.685384,completed,CUST_0006,returning_customer,336.79,0.0,26.94,363.73,7,Tops,New York,direct,desktop,standard,4
ORD_000544,2025-01-24 06:48:15.685384,completed,CUST_0150,returning_customer,44.83,5.99,3.59,54.41,1,Tops,New York,google,mobile,standard,2
ORD_000988,2025-01-24 14:27:28.685384,completed,CUST_0022,returning_customer,293.16,0.0,17.59,310.75,5,Bottoms,Florida,direct,desktop,standard,2
ORD_000470,2025-01-25 09:21:15.685384,completed,CUST_0154,new_customer,52.1,5.99,2.34,60.43,1,Bottoms,Louisiana,facebook,mobile,standard,3
ORD_000344,2025-01-25 17:14:31.685384,completed,CUST_0046,returning_customer,124.65,0.0,7.17,131.82,2,Shoes,Ohio,direct,desktop,express,2
ORD_000545,2025-01-25 22:29:06.685384,completed,CUST_0015,returning_customer,27.34,5.99,1.71,35.04,1,Accessories,Texas,google,mobile,standard,4
ORD_000850,2025-01-26 00:27:03.685384,completed,CUST_0114,returning_customer,228.63,0.0,13.72,242.35,4,Shoes,Florida,google,mobile,express,1
ORD_000788,2025-01-26 01:12:58.685384,completed,CUST_0202,returning_customer,38.78,5.99,1.84,46.61,1,Bottoms,North Carolina,direct,desktop,standard,3
ORD_000815,2025-01-26 10:25:35.685384,completed,CUST_0238,new_customer,192.21,0.0,5.57,197.78,4,Tops,Colorado,direct,mobile,standard,3
ORD_000587,2025-01-26 16:36:13.685384,completed,CUST_0106,returning_customer,319.11,0.0,19.94,339.05,7,Bottoms,Illinois,facebook,mobile,standard,2
ORD_000529,2025-01-26 19:18:59.685384,completed,CUST_0054,returning_customer,125.89,0.0,7.55,133.44,3,Bottoms,Pennsylvania,email,mobile,standard,2
ORD_000452,2025-01-27 04:18:21.685384,completed,CUST_0148,new_customer,251.7,0.0,17.62,269.32,3,Shoes,Indiana,facebook,mobile,standard,2
ORD_000930,2025-01-27 05:02:16.685384,completed,CUST_0237,returning_customer,309.6,0.0,18.58,328.18,4,Shoes,Kentucky,google,mobile,standard,2
ORD_000501,2025-01-27 11:26:56.685384,completed,CUST_0072,returning_customer,50.25,5.99,2.01,58.25,2,Accessories,Georgia,google,mobile,standard,3
ORD_000389,2025-01-27 13:59:33.685384,completed,CUST_0058,returning_customer,132.88,0.0,7.64,140.52,4,Accessories,Ohio,direct,mobile,express,2
ORD_000837,2025-01-27 23:34:35.685384,completed,CUST_0049,returning_customer,26.26,5.99,2.1,34.35,1,Tops,New York,facebook,desktop,standard,2
ORD_000028,2025-01-28 03:30:52.685384,completed,CUST_0009,returning_customer,54.74,5.99,3.28,64.01,1,Bottoms,Michigan,direct,mobile,standard,2
ORD_000819,2025-01-29 15:03:13.685384,completed,CUST_0050,returning_customer,73.94,5.99,4.62,84.55,1,Shoes,Massachusetts,google,mobile,standard,3
ORD_000202,2025-01-30 02:55:38.685384,completed,CUST_0046,returning_customer,37.03,5.99,2.13,45.15,1,Tops,Ohio,direct,desktop,standard,4
ORD_000945,2025-02-01 00:35:48.685384,completed,CUST_0073,returning_customer,155.3,0.0,9.32,164.62,4,Bottoms,Florida,email,desktop,express,1
ORD_000304,2025-02-01 06:28:57.685384,completed,CUST_0039,returning_customer,99.64,0.0,6.97,106.61,2,Bottoms,Tennessee,facebook,mobile,standard,4
ORD_000852,2025-02-01 08:44:03.685384,completed,CUST_0066,returning_customer,80.88,0.0,5.66,86.54,2,Tops,Indiana,email,mobile,standard,3
ORD_000656,2025-02-01 11:07:42.685384,completed,CUST_0104,returning_customer,29.43,5.99,1.4,36.82,1,Accessories,North Carolina,email,desktop,standard,2
ORD_000009,2025-02-02 01:31:45.685384,completed,CUST_0005,new_customer,79.66,0.0,6.37,86.03,1,Shoes,New York,facebook,mobile,express,1
ORD_000410,2025-02-02 07:41:18.685384,completed,CUST_0003,returning_customer,40.07,12.99,2.4,55.46,1,Bottoms,Pennsylvania,direct,desktop,express,1
ORD_000134,2025-02-02 13:49:01.685384,completed,CUST_0060,new_customer,47.78,5.99,1.91,55.68,1,Bottoms,Alabama,direct,mobile,standard,4
ORD_000492,2025-02-02 14:10:05.685384,completed,CUST_0156,returning_customer,137.97,0.0,9.49,147.46,4,Tops,Minnesota,google,mobile,standard,5
ORD_000122,2025-02-03 12:29:08.685384,completed,CUST_0052,new_customer,46.27,5.99,2.89,55.15,1,Bottoms,Texas,google,desktop,standard,3
ORD_000584,2025-02-03 17:49:40.685384,completed,CUST_0084,returning_customer,132.13,0.0,7.6,139.73,2,Shoes,Ohio,facebook,mobile,standard,2
ORD_000387,2025-02-03 21:07:36.685384,pending,CUST_0045,returning_customer,144.75,0.0,6.88,151.63,2,Shoes,North Carolina,google,desktop,express,1
ORD_000658,2025-02-04 00:58:30.685384,completed,CUST_0024,returning_customer,295.65,0.0,23.65,319.3,4,Shoes,New York,direct,mobile,standard,2
ORD_000442,2025-02-04 09:00:48.685384,completed,CUST_0057,returning_customer,128.89,0.0,8.06,136.95,3,Tops,Texas,google,mobile,express,2
ORD_000848,2025-02-04 10:23:40.685384,completed,CUST_0028,returning_customer,66.31,5.99,4.21,76.51,1,Shoes,Connecticut,facebook,mobile,standard,3
ORD_000660,2025-02-05 05:07:19.685384,completed,CUST_0154,returning_customer,60.18,5.99,2.71,68.88,1,Bottoms,Louisiana,facebook,mobile,standard,2
ORD_000343,2025-02-05 11:58:53.685384,completed,CUST_0085,returning_customer,30.0,12.99,1.8,44.79,2,Accessories,Pennsylvania,facebook,mobile,express,1
ORD_000604,2025-02-05 17:17:50.685384,completed,CUST_0156,returning_customer,51.67,5.99,3.55,61.21,2,Tops,Minnesota,google,mobile,standard,2
ORD_000459,2025-02-05 18:27:43.685384,completed,CUST_0127,returning_customer,38.39,5.99,3.36,47.74,1,Accessories,California,facebook,desktop,standard,2
ORD_000054,2025-02-06 07:37:07.685384,completed,CUST_0003,returning_customer,186.64,0.0,14.93,201.57,4,Bottoms,New York,google,mobile,standard,3
ORD_000413,2025-02-06 12:25:49.685384,completed,CUST_0046,returning_customer,51.19,5.99,0.0,57.18,1,Tops,Oregon,direct,mobile,standard,4
ORD_000548,2025-02-06 13:19:51.685384,completed,CUST_0175,new_customer,83.87,0.0,4.82,88.69,3,Bottoms,Ohio,google,mobile,standard,2
ORD_000518,2025-02-06 15:11:50.685384,completed,CUST_0160,returning_customer,48.48,5.99,3.03,57.5,1,Tops,Texas,email,desktop,standard,3
ORD_000372,2025-02-06 16:10:15.685384,completed,CUST_0127,new_customer,120.65,0.0,10.56,131.21,4,Accessories,California,facebook,desktop,express,2
ORD_000908,2025-02-07 06:54:04.685384,completed,CUST_0221,returning_customer,248.53,0.0,14.29,262.82,5,Bottoms,Ohio,direct,desktop,standard,4
ORD_000462,2025-02-07 08:22:55.685384,completed,CUST_0127,returning_customer,55.45,5.99,4.85,66.29,2,Accessories,California,direct,desktop,standard,2
ORD_000732,2025-02-09 02:24:56.685384,completed,CUST_0223,new_customer,31.89,5.99,2.55,40.43,1,Accessories,New York,facebook,desktop,standard,2
ORD_000855,2025-02-09 07:09:03.685384,completed,CUST_0040,returning_customer,50.98,5.99,2.7,59.67,1,Bottoms,Virginia,direct,mobile,standard,3
ORD_000608,2025-02-09 19:57:34.685384,completed,CUST_0088,returning_customer,61.4,5.99,5.37,72.76,2,Accessories,California,facebook,tablet,standard,2
ORD_000340,2025-02-10 00:52:46.685384,completed,CUST_0015,returning_customer,15.0,5.99,0.94,21.93,1,Accessories,Texas,direct,mobile,standard,4
ORD_000370,2025-02-10 02:06:15.685384,completed,CUST_0022,returning_customer,79.54,0.0,4.77,84.31,2,Bottoms,Florida,direct,mobile,standard,5
ORD_000558,2025-02-10 03:20:42.685384,completed,CUST_0146,returning_customer,54.77,5.99,3.15,63.91,2,Accessories,Ohio,google,mobile,standard,4
ORD_000223,2025-02-10 15:08:15.685384,completed,CUST_0087,new_customer,17.14,5.99,1.03,24.16,1,Accessories,Florida,direct,desktop,standard,2
ORD_000767,2025-02-10 22:39:24.685384,completed,CUST_0230,new_customer,45.18,12.99,3.95,62.12,1,Bottoms,California,email,mobile,express,1
ORD_000315,2025-02-11 16:02:07.685384,completed,CUST_0114,new_customer,115.67,0.0,10.12,125.79,3,Bottoms,California,facebook,mobile,express,1
ORD_000792,2025-02-11 16:48:16.685384,completed,CUST_0167,returning_customer,359.47,0.0,19.05,378.52,5,Shoes,Virginia,facebook,desktop,express,1
ORD_000010,2025-02-11 21:26:59.685384,completed,CUST_0006,new_customer,126.31,0.0,10.1,136.41,3,Tops,New York,email,mobile,standard,2
ORD_000221,2025-02-12 02:43:43.685384,completed,CUST_0020,returning_customer,143.33,0.0,8.6,151.93,4,Tops,Florida,direct,desktop,standard,2
ORD_000188,2025-02-12 18:09:25.685384,completed,CUST_0017,returning_customer,119.96,0.0,5.4,125.36,3,Tops,Oklahoma,email,tablet,express,2
ORD_000166,2025-02-12 21:24:55.685384,completed,CUST_0063,returning_customer,217.42,0.0,14.96,232.38,4,Bottoms,Minnesota,facebook,mobile,standard,2
ORD_000586,2025-02-13 23:04:54.685384,completed,CUST_0026,returning_customer,241.78,0.0,10.23,252.01,5,Bottoms,Missouri,facebook,mobile,standard,2
ORD_000766,2025-02-14 01:27:42.685384,completed,CUST_0209,returning_customer,143.66,0.0,6.46,150.12,3,Bottoms,Louisiana,facebook,mobile,standard,3
ORD_000371,2025-02-14 03:28:05.685384,completed,CUST_0116,returning_customer,58.34,5.99,5.1,69.43,2,Accessories,California,email,mobile,standard,2
ORD_000398,2025-02-14 11:42:34.685384,completed,CUST_0107,returning_customer,214.97,0.0,12.9,227.87,3,Shoes,Florida,google,mobile,standard,2
ORD_000825,2025-02-14 17:54:27.685384,completed,CUST_0240,new_customer,34.54,24.99,2.16,61.69,1,Bottoms,Texas,direct,mobile,overnight,1
ORD_000598,2025-02-15 14:15:29.685384,completed,CUST_0089,returning_customer,27.83,12.99,1.74,42.56,1,Tops,Texas,direct,mobile,express,1
ORD_000797,2025-02-15 14:37:35.685384,completed,CUST_0116,returning_customer,52.89,5.99,4.63,63.51,1,Bottoms,California,google,mobile,standard,2
ORD_000309,2025-02-15 22:42:01.685384,completed,CUST_0113,new_customer,91.09,0.0,5.47,96.56,2,Bottoms,Michigan,email,desktop,standard,4
ORD_000035,2025-02-16 04:47:49.685384,completed,CUST_0017,new_customer,43.36,5.99,1.95,51.3,1,Tops,Oklahoma,email,tablet,standard,3
ORD_000141,2025-02-16 05:35:22.685384,completed,CUST_0020,returning_customer,67.61,12.99,4.23,84.83,3,Tops,Texas,google,mobile,express,1
ORD_000131,2025-02-16 15:29:09.685384,completed,CUST_0034,returning_customer,93.38,0.0,5.6,98.98,2,Bottoms,Florida,google,mobile,express,2
ORD_000627,2025-02-16 16:28:24.685384,completed,CUST_0032,returning_customer,149.5,0.0,5.98,155.48,2,Shoes,Alabama,google,desktop,standard,5
ORD_000967,2025-02-16 20:51:49.685384,completed,CUST_0163,returning_customer,94.83,0.0,6.64,101.47,3,Tops,Indiana,google,desktop,standard,2
ORD_000957,2025-02-17 04:22:45.685384,completed,CUST_0223,returning_customer,74.78,5.99,5.98,86.75,3,Tops,New York,facebook,desktop,standard,2
ORD_000526,2025-02-17 13:00:22.685384,completed,CUST_0112,returning_customer,73.58,5.99,4.6,84.17,1,Shoes,Illinois,google,mobile,standard,5
ORD_000113,2025-02-17 14:53:23.685384,completed,CUST_0041,returning_customer,92.89,0.0,6.04,98.93,2,Bottoms,Washington,facebook,desktop,standard,4
ORD_000434,2025-02-17 16:05:37.685384,completed,CUST_0047,returning_customer,37.56,5.99,2.49,46.04,1,Tops,New Jersey,direct,desktop,standard,2
ORD_000547,2025-02-17 18:49:11.685384,completed,CUST_0092,returning_customer,36.13,5.99,2.17,44.29,1,Tops,Pennsylvania,email,mobile,standard,3
ORD_000210,2025-02-18 05:30:22.685384,completed,CUST_0083,new_customer,131.06,0.0,7.86,138.92,3,Bottoms,Kentucky,facebook,desktop,express,1
ORD_000439,2025-02-18 06:56:26.685384,completed,CUST_0022,returning_customer,146.53,0.0,8.79,155.32,3,Bottoms,Florida,direct,mobile,standard,2
ORD_000368,2025-02-19 01:31:51.685384,completed,CUST_0011,returning_customer,109.33,0.0,8.75,118.08,5,Accessories,New York,email,mobile,standard,5
ORD_000023,2025-02-19 02:13:13.685384,completed,CUST_0009,returning_customer,135.22,0.0,6.08,141.3,3,Bottoms,Louisiana,direct,mobile,standard,2
ORD_000140,2025-02-19 04:26:33.685384,completed,CUST_0015,returning_customer,60.0,5.99,3.75,69.74,4,Accessories,Texas,direct,mobile,standard,4
ORD_000892,2025-02-19 06:37:20.685384,completed,CUST_0176,returning_customer,60.0,5.99,3.6,69.59,4,Accessories,Michigan,google,tablet,standard,3
ORD_000022,2025-02-19 07:04:22.685384,completed,CUST_0012,new_customer,31.02,12.99,2.06,46.07,1,Accessories,New Jersey,facebook,desktop,express,1
ORD_000278,2025-02-19 10:08:55.685384,completed,CUST_0081,returning_customer,144.47,0.0,12.64,157.11,4,Bottoms,California,direct,mobile,standard,2
ORD_000994,2025-02-20 10:48:38.685384,completed,CUST_0062,returning_customer,88.89,0.0,5.33,94.22,2,Bottoms,Florida,google,mobile,standard,4
ORD_000746,2025-02-20 14:48:27.685384,completed,CUST_0227,new_customer,119.92,0.0,7.2,127.12,3,Tops,Pennsylvania,facebook,desktop,standard,2
ORD_000550,2025-02-21 08:02:29.685384,completed,CUST_0176,new_customer,45.18,12.99,2.71,60.88,2,Accessories,Michigan,google,mobile,express,1
ORD_000004,2025-02-21 11:21:32.685384,completed,CUST_0003,new_customer,210.41,0.0,12.62,223.03,4,Bottoms,Florida,facebook,mobile,standard,3
ORD_000242,2025-02-21 14:54:11.685384,completed,CUST_0092,new_customer,127.96,0.0,10.24,138.2,3,Tops,New York,instagram,mobile,standard,3
ORD_000671,2025-02-21 16:04:21.685384,completed,CUST_0192,returning_customer,158.04,0.0,9.48,167.52,2,Shoes,Pennsylvania,facebook,desktop,overnight,1
ORD_000293,2025-02-21 16:58:42.685384,completed,CUST_0022,returning_customer,223.13,0.0,13.39,236.52,6,Bottoms,Florida,direct,mobile,standard,2
ORD_000392,2025-02-21 19:46:42.685384,completed,CUST_0132,new_customer,97.5,0.0,5.46,102.96,4,Tops,Arizona,instagram,desktop,overnight,1
ORD_000150,2025-02-22 03:09:24.685384,cancelled,CUST_0066,new_customer,106.13,0.0,7.43,113.56,3,Tops,Indiana,facebook,mobile,express,1
ORD_000111,2025-02-22 23:28:01.685384,completed,CUST_0048,returning_customer,52.71,5.99,2.23,60.93,1,Bottoms,Missouri,facebook,mobile,standard,3
ORD_000489,2025-02-24 16:43:31.685384,completed,CUST_0113,returning_customer,141.74,0.0,8.5,150.24,3,Bottoms,Michigan,direct,desktop,express,2
ORD_000989,2025-02-24 18:16:32.685384,cancelled,CUST_0140,returning_customer,53.23,5.99,3.73,62.95,1,Bottoms,Indiana,facebook,mobile,standard,4
ORD_000440,2025-02-25 14:42:35.685384,completed,CUST_0144,new_customer,61.33,12.99,3.68,78.0,3,Accessories,Florida,google,desktop,express,1
ORD_000653,2025-02-25 16:54:37.685384,completed,CUST_0201,new_customer,94.04,0.0,5.64,99.68,2,Bottoms,Maryland,direct,desktop,express,1
ORD_000279,2025-02-26 10:34:42.685384,completed,CUST_0074,returning_customer,135.8,0.0,8.15,143.95,2,Shoes,Pennsylvania,instagram,desktop,standard,5
ORD_000383,2025-02-26 11:38:14.685384,completed,CUST_0005,returning_customer,125.0,0.0,10.0,135.0,2,Bottoms,New York,facebook,mobile,standard,3
ORD_000211,2025-02-26 13:20:56.685384,completed,CUST_0084,new_customer,66.28,5.99,2.98,75.25,1,Shoes,Louisiana,direct,desktop,standard,3
ORD_000963,2025-02-26 17:41:10.685384,completed,CUST_0101,returning_customer,130.83,0.0,11.45,142.28,2,Shoes,California,facebook,mobile,standard,4
ORD_000118,2025-02-26 20:51:25.685384,completed,CUST_0035,returning_customer,52.87,5.99,3.3,62.16,2,Bottoms,Texas,direct,desktop,standard,2
ORD_000490,2025-02-26 22:22:56.685384,completed,CUST_0056,returning_customer,98.14,0.0,6.13,104.27,2,Tops,Texas,google,mobile,standard,3
ORD_000896,2025-02-27 07:32:52.685384,completed,CUST_0084,returning_customer,148.34,0.0,11.87,160.21,6,Accessories,New York,facebook,mobile,standard,3
ORD_000814,2025-02-27 13:47:35.685384,cancelled,CUST_0180,returning_customer,45.31,5.99,2.72,54.02,2,Tops,Michigan,instagram,mobile,standard,3
ORD_000404,2025-02-27 14:46:46.685384,completed,CUST_0124,returning_customer,39.73,12.99,3.18,55.9,1,Tops,New York,facebook,mobile,express,1
ORD_000651,2025-02-27 18:32:35.685384,completed,CUST_0200,new_customer,43.6,5.99,2.77,52.36,1,Bottoms,Connecticut,email,mobile,standard,2
ORD_000913,2025-02-28 08:46:33.685384,completed,CUST_0210,returning_customer,173.22,0.0,15.16,188.38,3,Bottoms,California,google,desktop,standard,3
ORD_000068,2025-02-28 17:07:20.685384,completed,CUST_0030,returning_customer,135.3,0.0,5.41,140.71,3,Bottoms,Georgia,direct,desktop,standard,3
ORD_000956,2025-02-28 19:06:38.685384,completed,CUST_0082,returning_customer,89.68,0.0,5.38,95.06,2,Tops,Florida,direct,desktop,express,1
ORD_000109,2025-02-28 23:24:21.685384,completed,CUST_0048,new_customer,57.08,12.99,2.41,72.48,1,Bottoms,Missouri,facebook,mobile,express,2
ORD_000673,2025-03-02 01:48:04.685384,completed,CUST_0176,returning_customer,46.83,5.99,2.81,55.63,2,Accessories,Michigan,google,tablet,standard,3
ORD_000828,2025-03-02 10:47:36.685384,completed,CUST_0241,new_customer,151.69,0.0,13.27,164.96,2,Shoes,California,google,desktop,standard,4
ORD_000700,2025-03-03 03:34:39.685384,completed,CUST_0216,new_customer,42.06,12.99,2.42,57.47,1,Bottoms,Ohio,facebook,desktop,express,1
ORD_000475,2025-03-03 11:46:38.685384,completed,CUST_0116,returning_customer,117.78,0.0,10.31,128.09,4,Tops,California,email,mobile,standard,2
ORD_000618,2025-03-04 17:47:22.685384,completed,CUST_0081,returning_customer,121.22,0.0,10.61,131.83,2,Bottoms,California,direct,mobile,express,1
ORD_000672,2025-03-05 08:14:28.685384,completed,CUST_0205,new_customer,25.05,12.99,1.63,39.67,1,Bottoms,Washington,google,mobile,express,2
ORD_000851,2025-03-05 14:22:12.685384,completed,CUST_0186,returning_customer,79.42,0.0,4.77,84.19,1,Shoes,South Carolina,facebook,mobile,standard,3
ORD_000154,2025-03-06 04:45:36.685384,completed,CUST_0012,returning_customer,23.29,24.99,1.54,49.82,1,Accessories,New Jersey,facebook,desktop,overnight,1
ORD_000312,2025-03-06 07:17:55.685384,completed,CUST_0036,returning_customer,141.75,0.0,0.0,141.75,2,Shoes,Oregon,instagram,mobile,standard,4
ORD_000281,2025-03-06 13:01:08.685384,pending,CUST_0048,returning_customer,100.96,0.0,4.27,105.23,3,Bottoms,Missouri,facebook,mobile,standard,3
ORD_000522,2025-03-06 15:32:43.685384,refunded,CUST_0003,returning_customer,51.39,12.99,3.21,67.59,1,Bottoms,Texas,direct,desktop,express,1
ORD_000186,2025-03-06 21:50:47.685384,completed,CUST_0076,new_customer,82.02,0.0,3.28,85.3,1,Shoes,Georgia,facebook,mobile,standard,2
ORD_000135,2025-03-07 09:30:49.685384,completed,CUST_0032,returning_customer,87.96,0.0,3.52,91.48,1,Shoes,Alabama,instagram,desktop,standard,5
ORD_000942,2025-03-07 18:39:33.685384,completed,CUST_0165,returning_customer,92.47,0.0,4.35,96.82,3,Tops,Utah,facebook,desktop,standard,2
ORD_000001,2025-03-08 00:01:39.685384,completed,CUST_0001,new_customer,219.38,0.0,17.55,236.93,3,Shoes,New York,direct,tablet,standard,3
ORD_000719,2025-03-08 13:11:09.685384,completed,CUST_0216,returning_customer,30.83,5.99,1.77,38.59,1,Bottoms,Ohio,facebook,desktop,standard,4
ORD_000541,2025-03-09 06:05:36.685384,completed,CUST_0135,returning_customer,114.64,0.0,7.16,121.8,3,Tops,Illinois,google,mobile,standard,2
ORD_000244,2025-03-09 09:15:21.685384,completed,CUST_0080,returning_customer,81.71,0.0,7.15,88.86,1,Shoes,California,facebook,tablet,express,2
ORD_000388,2025-03-09 12:16:41.685384,completed,CUST_0082,returning_customer,108.72,0.0,9.51,118.23,3,Tops,California,direct,mobile,standard,2
ORD_000829,2025-03-10 00:00:40.685384,completed,CUST_0242,new_customer,84.91,0.0,5.09,90.0,2,Tops,Florida,google,desktop,overnight,1
ORD_000354,2025-03-10 12:20:33.685384,completed,CUST_0124,new_customer,116.73,0.0,9.34,126.07,3,Tops,New York,facebook,mobile,express,1
ORD_000536,2025-03-10 13:10:19.685384,completed,CUST_0033,returning_customer,149.01,0.0,8.94,157.95,2,Shoes,Michigan,facebook,mobile,express,1
ORD_000250,2025-03-10 14:28:43.685384,completed,CUST_0094,new_customer,45.43,5.99,2.84,54.26,1,Bottoms,Illinois,direct,mobile,standard,2
ORD_000146,2025-03-11 04:31:51.685384,completed,CUST_0064,new_customer,152.14,0.0,6.85,158.99,2,Shoes,Louisiana,instagram,tablet,express,1
ORD_000995,2025-03-11 07:03:28.685384,completed,CUST_0095,returning_customer,142.44,0.0,9.97,152.41,5,Accessories,Indiana,facebook,mobile,standard,4
ORD_000694,2025-03-11 20:03:12.685384,completed,CUST_0213,new_customer,77.96,0.0,6.24,84.2,1,Shoes,New York,facebook,mobile,standard,4
ORD_000698,2025-03-12 16:49:14.685384,completed,CUST_0214,new_customer,120.31,0.0,9.62,129.93,4,Tops,New York,email,desktop,express,2
ORD_000107,2025-03-12 18:55:53.685384,completed,CUST_0046,new_customer,84.28,0.0,4.85,89.13,2,Tops,Ohio,email,mobile,standard,5
ORD_000355,2025-03-13 00:00:09.685384,completed,CUST_0069,returning_customer,54.57,5.99,3.27,63.83,2,Tops,Kentucky,direct,mobile,standard,3
ORD_000379,2025-03-13 11:31:01.685384,completed,CUST_0031,returning_customer,25.01,12.99,2.19,40.19,1,Accessories,California,facebook,tablet,express,1
ORD_000659,2025-03-13 21:24:52.685384,completed,CUST_0088,returning_customer,38.57,12.99,3.37,54.93,1,Accessories,California,facebook,tablet,express,2
ORD_000763,2025-03-14 01:21:30.685384,completed,CUST_0229,new_customer,97.1,0.0,8.5,105.6,2,Bottoms,California,direct,mobile,standard,5
ORD_000338,2025-03-14 06:41:18.685384,completed,CUST_0100,returning_customer,104.03,0.0,4.68,108.71,6,Tops,Oklahoma,direct,desktop,standard,2
ORD_000844,2025-03-14 08:09:53.685384,completed,CUST_0228,returning_customer,76.05,0.0,4.37,80.42,2,Bottoms,Ohio,facebook,mobile,standard,4
ORD_000669,2025-03-15 00:41:06.685384,completed,CUST_0083,returning_customer,40.22,12.99,2.41,55.62,1,Bottoms,Kentucky,instagram,mobile,express,1
ORD_000842,2025-03-15 04:24:30.685384,cancelled,CUST_0160,returning_customer,109.15,0.0,6.82,115.97,4,Tops,Texas,direct,tablet,overnight,1
ORD_000970,2025-03-15 04:27:32.685384,cancelled,CUST_0070,returning_customer,122.61,0.0,5.52,128.13,3,Tops,Louisiana,facebook,desktop,express,1
ORD_000039,2025-03-15 14:18:07.685384,completed,CUST_0014,returning_customer,182.59,0.0,14.61,197.2,4,Tops,New York,facebook,desktop,express,1
ORD_000571,2025-03-16 05:21:23.685384,completed,CUST_0061,returning_customer,45.69,12.99,2.74,61.42,2,Tops,Pennsylvania,google,desktop,express,1
ORD_000292,2025-03-16 08:21:05.685384,completed,CUST_0109,new_customer,24.59,5.99,1.54,32.12,1,Accessories,Illinois,email,desktop,standard,4
ORD_000230,2025-03-16 17:51:12.685384,completed,CUST_0078,returning_customer,29.12,5.99,1.82,36.93,1,Tops,Texas,instagram,tablet,standard,3
